name,description,open_time,close_time,entry_price,latitude,longitude,visit_count,provinces,city,subdistrict,street_name,postal_code,categories,facilities,title,url_image_1,url_image_2,url_image_3,url_video_1,url_video_2,url_video_3
Gunung Rinjani,"Gunung Rinjani di Pulau Lombok, Indonesia, adalah gunung berapi aktif setinggi 3.726 meter. Terkenal karena keindahan alamnya, termasuk danau kawah Segara Anak, sumber air panas, dan pemandangan spektakuler. Rinjani menawarkan jalur pendakian menantang yang menarik bagi para pendaki dan pecinta alam.",07:00,15:00,2600000,-8.410275622642068,116.46163997165144,39226,Nusa Tenggara Barat,Lombok Timur,Bayan,Jl. Sembalun Lawang,83354,Alam,"Penginapan, Pusat Informasi, Toilet, Tempat Sampah",Tantang diri Anda untuk mendaki puncak gunung dengan pemandangan yang menakjubkan dan danau kawah yang memukau,https://upload.wikimedia.org/wikipedia/commons/8/8e/Gunung_rinjani.jpg,https://www.trekkingrinjani.com/mendakigunungrinjani/images/puncak-gunung-rinjani6.jpg,https://kwriu.kemdikbud.go.id/wp-content/uploads/2017/04/Rinjani-742x440.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Gunung%20Rinjani1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Gunung%20Rinjani2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Gunung%20Rinjani3.mp4
Gili Trawangan Island,"Gili Trawangan adalah destinasi wisata populer di lepas pantai barat laut Lombok, Indonesia. Sebagai pulau terbesar dari tiga Gili Islands, Gili Trawangan menawarkan pemandangan pantai yang menakjubkan dengan pasir putih dan air laut yang jernih",00:00,23:59,509000,-8.349798014482495,116.03525991445173,60000,Nusa Tenggara Barat,Lombok Utara,Pemenang,Jl. Gili Indah,83352,Alam,"Pusat Informasi, Penginapan, Toilet, Wahana Permainan","Nikmati surga tropis dengan pantai berpasir putih, air laut yang jernih, dan kehidupan malam yang meriah",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Gili_Islands_%26_Gunung_Rinjiani%2C_Lombok%2C_Indonesia.jpg/1200px-Gili_Islands_%26_Gunung_Rinjiani%2C_Lombok%2C_Indonesia.jpg,https://bali-home-immo.com/images/blogs/73b820c5ebb4d5176fca6f9c9d139ca1.jpeg,https://www.almarik-lombok.com/wp-content/uploads/2017/01/bidreye2-1024x512.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Gili%20Trawangan%20island1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Gili%20Trawangan%20island2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Gili%20Trawangan%20island3.mp4
Air Terjun Sendang Gile dan Tiu Kilep,"Air Terjun Sendang Gile dan Tiu Kelep menawarkan keindahan alam yang menakjubkan dengan air terjun yang mempesona, air yang jernih, serta hamparan hutan yang hijau. ",07:00,17:00,5000,-8.312551501593424,116.40466869386402,10000,Nusa Tenggara Barat,Lombok Utara,Bayan,Jl. Cenderawasih No.8,83354,Alam,"Area Parkir, Toilet, Pusat Informasi, Tempat Ibadah",Rasakan keajaiban alam Lombok dengan air terjun yang spektakuler di tengah hutan hijau yang rimbun,https://www.tokohkita.co/uploads/berita/thumbs/750x400/20190320_ini-yang-bikin-air-terjun-tiu-kelep-diminati-wisman.jpg,https://gerbanglombok.co.id/wp-content/uploads/2018/05/Tiu-Kelep-1.jpg,https://kelilingnusantara.com/wp-content/uploads/2017/12/Tiu-Kelep-waterfall-Senaru.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Air%20terjun%20sendang%20gile%20dan%20tiu%20kilep1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Air%20terjun%20sendang%20gile%20dan%20tiu%20kilep2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Air%20terjun%20sendang%20gile%20dan%20tiu%20kilep3.mp4
Taman Narmada,"sebuah kompleks taman bersejarah peninggalan Kerajaan Lombok yang menawarkan perpaduan keindahan arsitektur, nilai budaya, dan panorama alam yang memukau",09:00,16:00,5000,-8.59502692901183,116.20534403376668,10202,Nusa Tenggara Barat,Lombok Barat,Narmada,Jl. Raya Mataram,83371,Sejarah,"Wahana Permainan, Toilet, Tempat Sampah, Area Parkir, Toko Oleh-oleh","Jelajahi Taman Narmada, tempat bersejarah yang penuh dengan keindahan alam dan budaya Ideal untuk berjalan-jalan santai sambil menikmati pemandangan yang mempesona",https://salsawisata.com/wp-content/uploads/2022/04/Taman-Narmada.jpg,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/lombokpost/2022/12/F-TAMAN-NARMADA.jpg,https://i.ytimg.com/vi/5mGLLt8t_Rc/maxresdefault.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Taman%20Narmada1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Taman%20Narmada2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Taman%20Narmada3.mp4
Museum Negeri Nusa Tenggara Barat,"Museum ini menampung 7.387 benda (2006) yang berkaitan dengan seni tradisional Lombok dan Sumbawa (keris, Songket, keranjang, topeng, dll), serta geologi, arkeologi, arsitektur, biologi, keramik, lukisan dan lainnya.",08:00,23:00,5000,-8.584861414562553,116.08651433009123,1671,Nusa Tenggara Barat,Mataram,Ampenan,Jl. Panji Tilar Negara No.6,83117,Sejarah,"Pusat Informasi, Toilet, Area Parkir, Tempat Sampah",Pelajari kekayaan budaya dan sejarah Lombok serta Sumbawa di Museum Negeri Nusa Tenggara Barat Setiap sudut menawarkan pengetahuan baru,https://museum.kemdikbud.go.id/storage/assets/images/museums/262/2020-09-05_329.jpg,https://cdn.antaranews.com/cache/800x533/2014/01/MUSEUMNTB650.jpg,https://img.okezone.com/content/2016/02/07/406/1306634/museum-negeri-ntb-pilihan-wajib-turis-T2Jw4PHjrW.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Museum%20Negeri%20Nusa%20Tenggara%20Barat1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Museum%20Negeri%20Nusa%20Tenggara%20Barat2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Museum%20Negeri%20Nusa%20Tenggara%20Barat3.mp4
Desa Sade,"Desa ini merupakan kampung asli suku Sasak di Nusa Tenggara Barat. Dengan segala keaslian dan berbau tradisional yang kental, desa ini memiliki pesona daya tarik yang tinggi bagi wisatawan untuk berkunjung kemari.",08:00,19:00,15000,-8.839196885167501,116.29264155890822,9034,Nusa Tenggara Barat,Lombok Tengah,Pujut,Jl. Rembitan,83573,Seni dan Budaya,"Pusat Informasi, Toko Oleh-oleh, Area Parkir, Toilet",Saksikan kehidupan sehari-hari dan tradisi unik Suku Sasak di Desa Sade Rasakan keramahan penduduk lokal dan warisan budaya yang otentik,https://asset.kompas.com/crops/wd8pApVcrEUNSLIyPGIF53WJLNE=/0x0:1200x800/750x500/data/photo/2021/09/17/61444cc56cede.jpg,https://yourtrip.id/wp-content/uploads/2022/06/Desa-Sade-1000x570.jpg,https://salsawisata.com/wp-content/uploads/2023/02/Desa-Sade.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Desa%20Sade1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Desa%20Sade2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Desa%20Sade3.mp4
Pura Meru Cakranegara,"Pura Meru Hindu Lombok Dibangun pada tahun 1720 oleh Pangeran Anak Agung Made Larang, Pura Meru didedikasikan untuk 3 dewa utama umat Hindu. Ketiga pura tersebut juga mewakili tiga gunung yang dianggap suci oleh pemeluk agama Hindu; Pura Brahma mewakili Gunung Agung di Bali, Pura Syiwa mewakili Gunung Rinjani Lombok, dan Pura Wishnu yang diwakili oleh Gunung Semeru di Jawa Timur. ",08:00,17:00,0,-8.587429741760007,116.13211583193277,1242,Nusa Tenggara Barat,Mataram,Cakranegara,Jl. Selaparang,83239,Seni dan Budaya,"Pusat Informasi, Toilet, Area Parkir,T oko Oleh-oleh","Kunjungi Pura Meru Cakranegara, pura terbesar di Lombok yang menawarkan arsitektur yang memukau dan suasana yang penuh kedamaian",https://indonesia.go.id/assets/upload/headline/3634B720-4EB0-48AB-B879-CFC57F6D94E4_thumb.jpeg,https://indonesiakaya.com/wp-content/uploads/2020/10/Pura_Meru_terletak_di_Kota_Mataram_tepatnya_di_Jalan_Selaparang_Kecamatan_Cakranegara.jpg,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/818/2023/11/04/WhatsApp-Image-2023-11-04-at-164153_fbb43396-2220224961.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Pura%20Meru%20Cakranegara1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Pura%20Meru%20Cakranegara2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_barat/Pura%20Meru%20Cakranegara3.mp4
Katedral Ende,"Situs atau objek wisata di NTT yang juga mempunyai tema sejarah adalah Katedral Ende. Katedral Ende ini juga sering disebut dengan Katedral Kristus Raja adalah situs Agama Katolik yang berada di kota Ende, Nusa Tenggara Timur. Lokasi tepatnya gereja ini ada di bagian selatan Pulau Flores.",00:00,23:59,0,-8.845029971411508,121.6465922454962,1433,Nusa Tenggara Timur,Ende,Ende,Jl. Katedral No.5,86312,Sejarah,"Area Parkir, Toilet, Tempat Sampah",Nikmati keindahan arsitektur dan kedamaian spiritual di Katedral Ende Tempat ini menyimpan sejarah panjang yang memikat,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/397/2023/10/11/7076663133_d81fb3a655_c-3709622050.jpg,https://asset-2.tstatic.net/flores/foto/bank/images/Gereja-Katedral-Keuskupan-Ende.jpg,https://asset-2.tstatic.net/kupang/foto/bank/images/katedral-ende.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Katedral%20Ende1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Katedral%20Ende2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Katedral%20Ende3.mp4
Danau Kelimutu,Danau vulkanik dengan air yang berubah warna-warni tergantung pada musim. Pemandangan matahari terbit di sini sangat populer.,05:00,17:00,25000,-8.765177840029656,121.82081857718961,1500,Nusa Tenggara Timur,Ende,Kelimutu,Jl. Desa Pemo,86318,Alam,"Area Parkir, Area Makanan, Toilet",Keajaiban alam Danau Kelimutu dengan tiga danau berbeda warna yang selalu berubah Saksikan fenomena alam yang menakjubkan ini,https://asset.kompas.com/crops/7BAA_ly7b-MmcoKLamKOPBypZx8=/53x0:676x415/750x500/data/photo/2020/05/18/5ec278e912802.jpg,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/998/2024/02/22/Pariwisata-Indonesia-Danau-Kelimutu-NTT-1746426234.jpg,https://cdn.idntimes.com/content-images/post/20190813/4-bdc03038882fcbf71f3f85e8102de474_600x400.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Danau%20Kelimutu1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Danau%20Kelimutu2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Danau%20Kelimutu3.mp4
Desa Adat Wae Rebo,"Desa tradisional dengan rumah adat yang unik, dikelilingi oleh pegunungan hijau.",00:00,23:59,20000,-8.768922338329329,120.28502851345408,2000,Nusa Tenggara Timur,Manggarai Barat,Satar Mese,Jl. Kampung Satar Lenda,86561,Alam,"Penginapan, Toilet, Pusat Informasi, Toko Oleh-oleh","Desa Adat Wae Rebo, sebuah surga tersembunyi di tengah pegunungan Flores Nikmati ketenangan dan keindahan rumah-rumah tradisional",https://www.masterplandesa.com/wp-content/uploads/2019/05/Rumah-Adat-Desa-Wae-Rebo-a.png,https://phinemo.com/wp-content/uploads/2016/12/wae-rebo.jpg,https://v1.indonesia.travel/content/dam/indtravelrevamp/id-id/ide-liburan/menikmati-pesona-desa-adat-wae-rebo-di-pulau-flores/malam-hari.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Desa%20Adat%20Wae%20Rebo1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Desa%20Adat%20Wae%20Rebo2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Desa%20Adat%20Wae%20Rebo3.mp4
Air Terjun Cunca Wulang,Air terjun spektakuler yang tersembunyi di dalam hutan tropis. Terkenal dengan airnya yang jernih dan kolam renang alaminya yang menyegarkan.,06:00,17:00,20000,-8.544978683140378,119.99506056318546,3000,Nusa Tenggara Timur,Manggarai Barat,Boleng,Jl. Pota Wangka,86757,Alam,"Area Parkir, Area Makanan, Pusat Informasi, Toilet","Air Terjun Cunca Wulang, surga tersembunyi di Flores yang menawarkan petualangan alam dengan pemandangan spektakuler",https://asset.kompas.com/crops/H8-xVr0ezWuKpjdDWj82ISfj3G4=/0x0:1200x800/750x500/data/photo/2020/08/29/5f4a001b10f83.jpg,https://www.tajukflores.com/assets/img/b5811d44b3251a00c40a2cdde628dad9.jpg,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/583/2024/03/04/Picsart_24-03-04_19-21-38-911-3586926007.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Air%20Terjun%20Cunca%20Wulang1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Air%20Terjun%20Cunca%20Wulang2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Air%20Terjun%20Cunca%20Wulang3.mp4
Museum Daerah Nusa Tenggara Timur,"Tempat yang tepat untuk mempelajari sejarah dan budaya yang kaya dari provinsi ini. Didirikan pada tahun 1977, museum ini menyimpan berbagai koleksi benda-benda bersejarah dan artefak yang berasal dari berbagai suku dan budaya di NTT.",08:00,18:00,10000,-10.158292895301887,123.62140489682893,2228,Nusa Tenggara Timur,Kupang,Oebobo,Jl. Frans Seda,85228,Seni dan Budaya,"Pusat Informasi, Toilet, Area Parkir, Tempat Sampah",Temukan harta karun sejarah dan budaya NTT di Museum Daerah Nusa Tenggara Timur Setiap artefak menyimpan cerita menarik,https://museum.kemdikbud.go.id/storage/assets/images/museums/264/2022-10-04_2204.jpg,https://museum.co.id/wp-content/uploads/2020/09/download-2021-08-31T231212.832.jpeg,https://static.republika.co.id/uploads/images/inpicture_slide/wisata-museum-geologi-seorang-anak-bersama-orangtunya-mengamati-fosil-_170104191948-865.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Museum%20Daerah%20Nusa%20Tenggara%20Timur1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Museum%20Daerah%20Nusa%20Tenggara%20Timur2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Museum%20Daerah%20Nusa%20Tenggara%20Timur3.mp4
