name,description,open_time,close_time,entry_price,latitude,longitude,visit_count,provinces,city,subdistrict,street_name,postal_code,categories,facilities,title,url_image_1,url_image_2,url_image_3,url_video_1,url_video_2,url_video_3
Pantai Dato Majene,"Pantai Dato adalah sebuah destinasi wisata pantai yang terletak di Kabupaten Majene, Provinsi Sulawesi Barat, Indonesia. Pantai ini terkenal dengan keindahan alamnya yang menawan dan berbagai aktivitas yang bisa dinikmati oleh pengunjung. Pengunjung dapat menikmati berbagai aktivitas di Pantai Dato, seperti berenang, snorkeling, menyelam, dan memancing.",07:00,24:00,5000,-3.559502058048123,118.98433161447323,9000,Sulawesi Barat,Majene,Banggae Timur,Jl. Pangale,91412,Alam,"Area Parkir, Pusat Informasi, Tempat Sampah","Eksotisme Pantai Dato Majene: Pesona Pantai dengan Tebing Karang yang Indah di Sulawesi Barat",https://asset-2.tstatic.net/sulbar/foto/bank/images/Suasana-Pantai-Dato-di-Majene-yang-diabadikan-menggunakan-kamera-drone.jpg,https://fajar.co.id/wp-content/uploads/2022/02/IMG_20220226_120359.jpg,https://asset-2.tstatic.net/makassar/foto/bank/images/pengunjung-di-tempat-wisata-pantai-dato-melanggar-protokol-kesehatan.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/pantai-dato-majene1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/pantai-dato-majene2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/pantai-dato-majene3.mp4
Mampie,"Mampie adalah sebuah desa yang terletak di Kecamatan Wonomulyo, Kabupaten Polewali Mandar, Provinsi Sulawesi Barat, Indonesia. Desa ini dikenal karena keindahan alamnya dan kehidupan masyarakat yang masih kental dengan tradisi dan budaya lokal.",05:00,22:00,5000,-3.4541779339825327,119.28016523236924,25000,Sulawesi Barat,Polewali Mandar,Wonomulyo,Jl. Galeso,91352,Alam,"Area Parkir, Pusat Informasi, Penginapan","Keindahan Tersembunyi di Mampie: Pantai Eksotis dengan Keindahan Alam yang Alami dan Sepi",https://ksmtour.com/media/images/articles10/pantai-mampie-sulawesi-barat_medium.jpg,https://www.indonesia-tourism.com/west-sulawesi/images/mampie_beach.jpg,https://radarsulbar.fajar.co.id/wp-content/uploads/2022/08/TANGGUL-MAMPIE.jpeg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/mampie1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/mampie2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/mampie3.mp4
Anjungan Pantai Manakarra,"Anjungan Pantai Manakarra adalah sebuah tempat wisata ikonik yang terletak di Kota Mamuju, ibu kota Provinsi Sulawesi Barat, Indonesia. Pantai ini dikenal sebagai salah satu destinasi utama di Mamuju, menarik banyak wisatawan dengan keindahan alam dan fasilitas rekreasinya.",00:00,23:59,5000,-2.6704554163897627,118.88920300805349,12000,Sulawesi Barat,Mamuju,Mamuju,Jl. Yos Sudarso,91511,Alam,"Pusat Informasi,Area Parkir, Wahana Permainan","Suasana Santai di Anjungan Pantai Manakarra: Menikmati Pemandangan Laut dan Sunset yang Romantis",https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/08/10/WhatsApp-Image-2023-08-10-at-040634-1-3653522276.jpeg,https://asset-2.tstatic.net/makassar/foto/bank/images/korem-142-tatag-mamuju-turut-menggelar-tari-gemu-famire_20180904_140117.jpg,https://asset.kompas.com/crop/0x0:0x0/720x360/data/photo/2021/10/26/6177c21144928.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/manakarra1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/manakarra2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/manakarra3.mp4
Museum Mandar Majene,"Museum ini menyimpan berbagai koleksi artefak budaya dan sejarah Mandar. Di sini, pengunjung bisa melihat berbagai benda peninggalan seperti alat musik tradisional, pakaian adat, senjata, dan barang-barang antik lainnya.",08:00,16:00,3000,-3.5441955165784713,118.96329370964547,18000,Sulawesi Barat,Majene,Banggae,Jl. Raden Suradi,91411,Seni Budaya,"Area Parkir, Pusat Informasi, Penginapan","Menyelami Sejarah di Museum Mandar Majene: Sejarah dan Budaya Suku Mandar yang Kaya dan Beragam",https://asset-2.tstatic.net/sulbar/foto/bank/images/Museum-Mandar-Majene-Sulawesi-Barat-Sulbar.jpg,https://pergiyuk.com/wp-content/uploads/2022/12/Museum-Mandar-Majene.jpg,https://www.celebes.co/wp-content/uploads/2022/06/Museum-Mandar-Majene.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/museum-mandar1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/museum-mandar2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/museum-mandar3.mp4
Wisata Alam Salu Pajaan,"Wisata Alam Salu Pajaan adalah destinasi wisata alam yang terletak di Kabupaten Mamasa, Provinsi Sulawesi Barat, Indonesia. Salu Pajaan dikenal dengan pemandangan alam yang asri, termasuk sungai jernih, air terjun yang mempesona, hutan lebat, dan perbukitan yang hijau.",00:00,23:59,5000,-3.416075969144774,119.40398761737416,18000,Sulawesi Barat,Polewali Mandar,Binuang,Jl. Penanian,91312,Alam,"Area Parkir, Toilet, Toko Oleh-oleh","Keasrian Wisata Alam Salu Pajaan: Air Terjun dan Kolam Alam di Tengah Hutan yang Asri dan Damai",https://asset-2.tstatic.net/sulbar/foto/bank/images/Wisata-Permandian-Alam-Salupajaan-Desa-Battetangga.jpg,https://www.celebes.co/wp-content/uploads/2022/06/Wisata-Alam-Salu-Pajaan.jpg,https://a-cdn.sindonews.net/dyn/732/makassar/news/2019/01/02/4/18980/libur-tahun-baru-pengunjung-padati-obyek-wisata-di-polman-osh.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/salu_pajaan1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/salu_pajaan2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/salu_pajaan3.mp4
Air Terjun Tammasapi,"Air Terjun Tammasapi adalah salah satu destinasi wisata alam yang menarik di Sulawesi Barat, Indonesia. Terletak di Kabupaten Mamasa, air terjun ini menawarkan pemandangan alam yang indah dan suasana yang tenang, menjadikannya tempat yang ideal untuk rekreasi dan melepas penat.",07:00,18:00,5000,-2.7041381180379394,118.92148964097787,23000,Sulawesi Barat,Mamuju,Mamuju,Jl. Tamasapi,91511,Alam,"Area Parkir, Toilet, Tempat Ibadah","Menikmati Keindahan Air Terjun Tammasapi: Air Terjun Tinggi dengan Keindahan Alam yang Mempesona",https://cdn.digitaldesa.com/uploads/profil/76.02.11.2012/berita/dd5d44da564fa1b9ad5e6e515722ef3d.jpg,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/583/2023/12/16/Picsart_23-12-16_13-00-17-019-3297772467.jpg,https://picture.triptrus.com/image/2017/10/air-terjun-tamasapi-1.jpeg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/tammasapi1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/tammasapi2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_barat/tammasapi3.mp4
Pantai Nirwana,"Pantai Nirwana adalah pantai yang memiliki pasir putih dan air laut yang jernih, menjadikannya tempat favorit untuk berenang dan snorkeling.",06:00,18:00,5000,-5.523851929337137,122.56798297128077,15000,Sulawesi Tenggara,Bau-Bau,Betoambari,Jl. Pantai Nirwana,93791,Alam,"Area Makanan, Area Parkir, Toilet, Tempat Ibadah, Penginapan","Keindahan Pantai Nirwana yang Mempesona: Pantai Berpasir Putih dengan Pemandangan Laut yang Luar Biasa",https://pariwisata.sultraprov.go.id/wp-content/uploads/2022/12/Nirwana-baubau-750x375.jpg,https://kendaripos.fajar.co.id/wp-content/uploads/2023/06/BESAR-111-1.jpg,https://kendaripos.fajar.co.id/wp-content/uploads/2023/06/2222-2.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pantai_nirwana1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pantai_nirwana2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pantai_nirwana3.mp4
Benteng Keraton Buton,"merupakan salah satu objek wisata bersejarah di Bau-bau, Sulawesi Tenggara. Benteng ini merupakan bekas ibu kota Kesultanan Buton memiliki bentuk arsitek yang cukup unik, terbuat dari batu kapur/gunung. Benteng yang berbentuk lingkaran ini dengan panjang keliling 2.740 meter. Benteng Keraton Buton mendapat penghargaan dari Museum Rekor Indonesia (MURI) dan Guiness Book Record yang dikeluarkan bulan September 2006 sebagai benteng terluas di dunia dengan luas sekitar 23,375 hektare.",04:00,22:00,5000,-5.474713967410922,122.6022853832758,20000,Sulawesi Tenggara,Bau-Bau,Murhum,Jl. Labuke,93713,Sejarah,"Pusat Informasi, Toilet, Tempat Ibadah, Area Parkir","Benteng Keraton Buton dan Sejarahnya: Menyusuri Sejarah Kerajaan Buton di Benteng Terbesar di Indonesia",https://asset.kompas.com/crops/Qujai0giGIHll8gz-s1j0bEOLOw=/0x0:780x390/780x390/data/photo/2016/08/22/1802280buton780x390.jpg,https://media.telisik.id/assets/img/news/2020/12/benteng_kesultanan_buton_tak_ditembus_belanda_hingga_masuk_guinness_world_record.jpg,https://asset-2.tstatic.net/sultra/foto/bank/images/Benteng-wolio-17-Agustus-2022.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/benteng-buton1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/benteng-buton2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/benteng-buton3.mp4
Air Terjun Moramo,"Air Terjun Moramo memiliki beberapa tingkat air terjun yang membuatnya unik dan menarik untuk dikunjungi. Kawasan ini memiliki panorama alam yang indah dan sejuk dengan banyaknya flora dan fauna di dalamnya yang diantaranya merupakan satwa endemik Sulawesi seperti anoa dan monyet hitam.",07:00,17:00,10000,-4.22084394000032,122.74502724077091,12000,Sulawesi Tenggara,Konawe Selatan,Moramo,Jl. Air Terjun Moramo,93891,Alam,"Area Parkir, Toilet, Tempat Ibadah, Area Makanan","Menikmati Alam di Air Terjun Moramo: Air Terjun Berundak dengan Keindahan yang Menakjubkan di Sulawesi Tenggara",https://asset.kompas.com/crops/6yIFnonqvpkWmasNIHohd2xeW1Y=/0x0:1280x853/750x500/data/photo/2022/08/26/63088f6069ac8.jpeg,https://asset.kompas.com/crops/41MdJQ34R2xV2e9jRgi-QKWjVDk=/20x0:863x562/750x500/data/photo/2023/08/27/64ead0c097cb5.jpg,https://merdekami.com/wp-content/uploads/2023/11/Screenshot_20231128-154029.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/air-terjun-moramo1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/air-terjun-moramo2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/air-terjun-moramo3.mp4
Pulau Hoga,"Pulau Hoga adalah pulau kecil yang indah dengan pantai berpasir putih dan merupakan tempat favorit untuk snorkeling.",23:59,00:00,10000,-5.4652837342396134,123.77110928266019,9000,Sulawesi Tenggara,Wakatobi,Kaledupa,Jl. Pulau Hoga,93794,Alam,"Area Makanan, Area Parkir, Toilet, Penginapan","Pesona Pulau Hoga yang Memikat: Surga Diving dan Snorkeling dengan Keanekaragaman Hayati Laut yang Kaya",https://asset-2.tstatic.net/sultra/foto/bank/images/keindahan-pulau-hoga-di-kaledupa-kabupaten-wakatobi.jpg,https://cdn-2.tstatic.net/sultra/foto/bank/images/bagian-dari-pulau-hoga.jpg,https://wisato.id/wp-content/uploads/2022/10/Pulau-Hoga-wakatobi-5.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pulau-hoga1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pulau-hoga2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pulau-hoga3.mp4
Pantai Lakeba,"Pantai Lakeba memiliki panorama yang indah dengan pasir putih yang halus dan air laut yang tenang. Pantai ini juga dilengkapi dengan dermaga kayu. Dengan adanya dermaga kayu ini seolah-olah mengajak kita untuk lebih dekat lagi dengan laut. Adanya dermaga kayu ini juga menjadi salah satu spot foto yang menarik.",06:00,18:00,5000,-5.492028936806447,122.5625387040397,11000,Sulawesi Tenggara,Bau-Bau,Betoambari,Jl. Pantai Lakeba,93791,Alam,"Area Makanan, Area Parkir, Toilet, Tempat Ibadah, Penginapan","Keindahan Pantai Lakeba yang Menawan: Pantai Berpasir Putih dengan Air Laut yang Jernih di Bau-Bau",https://pariwisata.sultraprov.go.id/wp-content/uploads/2022/10/21.-Pesona-Pantai-Lakeba-Baubau-yang-Wajib-Kamu-Kunjungiksmtour.com_-750x375.jpg,https://kendaripos.fajar.co.id/wp-content/uploads/2023/06/222.jpg,https://asset-2.tstatic.net/sultra/foto/bank/images/Pantai-Lakeba.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pantai-lakeba1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pantai-lakeba2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/pantai-lakeba3.mp4
Masjid Agung Keraton,"Masjid Agung Keraton adalah masjid bersejarah yang menjadi pusat kegiatan keagamaan masyarakat Buton sejak abad ke-17.",05:00,20:00,0,-5.473805968973118,122.60208578927353,5000,Sulawesi Tenggara,Bau-Bau,Murhum,Jl. Sultan Labuke,93713,Sejarah,"Pusat Informasi, Toilet, Tempat Ibadah, Area Parkir","Arsitektur Megah di Masjid Agung Keraton: Keindahan Arsitektur Tradisional dengan Nuansa Islam yang Kental",https://cdns.klimg.com/dream.co.id/resized/640x320/news/2018/05/21/84762/terkuak-fakta-lubang-masjid-berbunyi-azan-dari-mekah-180521z.jpg,http://duniamasjid.islamic-center.or.id/wp-content/uploads/2014/05/masjid-agung-keraton-buton.jpg,https://cdn.rri.co.id/berita/1/images/1690605192378-images_-_2023-07-29T113312.297/1690605192378-images_-_2023-07-29T113312.297.jpeg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/masjid-keraton-buton1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/masjid-keraton-buton2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/masjid-keraton-buton3.mp4
Museum Negeri Sulawesi Tenggara,"Museum ini menyimpan berbagai koleksi bersejarah dan budaya dari Sulawesi Tenggara, termasuk artefak arkeologi dan etnografi.",08:00,16:00,5000,-3.9770582338547635,122.51774831154312,9000,Sulawesi Tenggara,Kendari,Kadia,Jl. Abunawas No. 113,93461,Sejarah,"Pusat Informasi, Toilet, Area Parkir, Tempat Sampah","Eksplorasi Sejarah di Museum Negeri Sulawesi Tenggara: Koleksi Artefak dan Sejarah Sulawesi Tenggara yang Menarik",https://museum.kemdikbud.go.id/storage/assets/images/museums/289/2023-12-08_1234.jpg,https://pergiyuk.com/wp-content/uploads/2022/12/Museum-Negeri-Sulawesi-Tenggara.jpg,https://www.palapapos.co.id/myigniter/assets/uploads/0448f-museum-negeri-sultra.jpg,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/museum-negeri-sulteng1.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/museum-negeri-sulteng2.mp4,https://storage.googleapis.com/provinces_url/video_url/sulawesi_tenggara/museum-negeri-sulteng3.mp4
